"Mechanism","Age Group","State","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Suffocation","0 to 4","Louisiana","2020","67","297,231","22.54","--","4,354"
"Suffocation","0 to 4","Louisiana","2019","68","302,539","22.48","--","4,414"
"Suffocation","0 to 4","Louisiana","2018","61","308,014","19.80","--","3,954"
"Suffocation","0 to 4","Maine","2023","--","61,645","--","--","--"
"Suffocation","0 to 4","Maine","2022","11**","62,227","17.68**","--","715"
"Suffocation","0 to 4","Maine","2021","--","62,772","--","--","--"
"Suffocation","0 to 4","Maine","2020","--","63,675","--","--","--"
"Suffocation","0 to 4","Maine","2019","11**","64,060","17.17**","--","715"
"Suffocation","0 to 4","Maine","2018","11**","63,974","17.19**","--","715"
"Suffocation","0 to 4","Maryland","2023","--","349,713","--","--","--"
"Suffocation","0 to 4","Maryland","2022","13**","353,344","3.68**","--","839"
"Suffocation","0 to 4","Maryland","2021","13**","358,439","3.63**","--","843"
"Suffocation","0 to 4","Maryland","2020","--","366,952","--","--","--"
"Suffocation","0 to 4","Maryland","2019","--","363,644","--","--","--"
"Suffocation","0 to 4","Maryland","2018","--","364,897","--","--","--"
"Suffocation","0 to 4","Massachusetts","2023","--","343,943","--","--","--"
"Suffocation","0 to 4","Massachusetts","2022","--","344,916","--","--","--"
"Suffocation","0 to 4","Massachusetts","2021","--","348,029","--","--","--"
"Suffocation","0 to 4","Massachusetts","2020","--","356,775","--","--","--"
"Suffocation","0 to 4","Massachusetts","2019","--","356,147","--","--","--"
"Suffocation","0 to 4","Massachusetts","2018","--","360,200","--","--","--"
"Suffocation","0 to 4","Michigan","2023","65","529,962","12.27","--","4,208"
"Suffocation","0 to 4","Michigan","2022","58","539,569","10.75","--","3,764"
"Suffocation","0 to 4","Michigan","2021","73","548,591","13.31","--","4,737"
"Suffocation","0 to 4","Michigan","2020","78","561,839","13.88","--","5,062"
"Suffocation","0 to 4","Michigan","2019","76","566,538","13.42","--","4,933"
"Suffocation","0 to 4","Michigan","2018","76","572,264","13.28","--","4,936"
"Suffocation","0 to 4","Minnesota","2023","32","328,430","9.74","--","2,076"
"Suffocation","0 to 4","Minnesota","2022","25","332,593","7.52","--","1,616"
"Suffocation","0 to 4","Minnesota","2021","17**","337,914","5.03**","--","1,103"
"Suffocation","0 to 4","Minnesota","2020","22","347,331","6.33","--","1,421"
"Suffocation","0 to 4","Minnesota","2019","29","350,731","8.27","--","1,870"
"Suffocation","0 to 4","Minnesota","2018","16**","354,522","4.51**","--","1,040"
"Suffocation","0 to 4","Mississippi","2023","28","173,870","16.10","--","1,814"
"Suffocation","0 to 4","Mississippi","2022","39","175,294","22.25","--","2,533"
"Suffocation","0 to 4","Mississippi","2021","21","177,233","11.85","--","1,365"
"Suffocation","0 to 4","Mississippi","2020","17**","179,750","9.46**","--","1,099"
"Suffocation","0 to 4","Mississippi","2019","14**","184,669","7.58**","--","909"
"Suffocation","0 to 4","Mississippi","2018","--","186,965","--","--","--"
"Suffocation","0 to 4","Missouri","2023","49","351,517","13.94","--","3,178"
"Suffocation","0 to 4","Missouri","2022","67","355,958","18.82","--","4,349"
"Suffocation","0 to 4","Missouri","2021","54","360,564","14.98","--","3,504"
"Suffocation","0 to 4","Missouri","2020","54","366,312","14.74","--","3,506"
"Suffocation","0 to 4","Missouri","2019","57","370,600","15.38","--","3,704"
"Suffocation","0 to 4","Missouri","2018","49","373,710","13.11","--","3,183"
"Suffocation","0 to 4","Montana","2022","--","58,217","--","--","--"
"Suffocation","0 to 4","Montana","2021","--","58,673","--","--","--"
"Suffocation","0 to 4","Montana","2020","--","60,022","--","--","--"
"Suffocation","0 to 4","Montana","2019","--","60,944","--","--","--"
"Suffocation","0 to 4","Montana","2018","--","62,189","--","--","--"
"Suffocation","0 to 4","Nebraska","2023","13**","123,659","10.51**","--","844"
"Suffocation","0 to 4","Nebraska","2022","10**","124,671","8.02**","--","649"
"Suffocation","0 to 4","Nebraska","2021","17**","126,930","13.39**","--","1,102"
"Suffocation","0 to 4","Nebraska","2020","11**","129,847","8.47**","--","713"
"Suffocation","0 to 4","Nebraska","2019","--","130,954","--","--","--"
"Suffocation","0 to 4","Nebraska","2018","--","132,410","--","--","--"
"Suffocation","0 to 4","Nevada","2023","19**","171,440","11.08**","--","1,232"
"Suffocation","0 to 4","Nevada","2022","18**","174,748","10.30**","--","1,169"
"Suffocation","0 to 4","Nevada","2021","21","176,831","11.88","--","1,365"
"Suffocation","0 to 4","Nevada","2020","12**","180,584","6.65**","--","777"
"Suffocation","0 to 4","Nevada","2019","24","185,920","12.91","--","1,558"
"Suffocation","0 to 4","Nevada","2018","23","185,542","12.40","--","1,495"
"Suffocation","0 to 4","New Hampshire","2023","--","62,585","--","--","--"
"Suffocation","0 to 4","New Hampshire","2022","--","62,994","--","--","--"
"Suffocation","0 to 4","New Hampshire","2021","--","63,040","--","--","--"
"Suffocation","0 to 4","New Hampshire","2019","--","63,706","--","--","--"
"Suffocation","0 to 4","New Hampshire","2018","--","63,801","--","--","--"
"Suffocation","0 to 4","New Jersey","2023","15**","519,070","2.89**","--","971"
"Suffocation","0 to 4","New Jersey","2022","--","520,556","--","--","--"
"Suffocation","0 to 4","New Jersey","2021","12**","523,776","2.29**","--","779"
"Suffocation","0 to 4","New Jersey","2020","--","533,885","--","--","--"
"Suffocation","0 to 4","New Jersey","2019","--","517,697","--","--","--"
"Suffocation","0 to 4","New Jersey","2018","--","519,924","--","--","--"
"Suffocation","0 to 4","New Mexico","2023","14**","107,321","13.05**","--","909"
"Suffocation","0 to 4","New Mexico","2022","--","110,172","--","--","--"
"Suffocation","0 to 4","New Mexico","2021","16**","113,052","14.15**","--","1,038"
"Suffocation","0 to 4","New Mexico","2020","--","117,075","--","--","--"
"Suffocation","0 to 4","New Mexico","2019","10**","121,184","8.25**","--","650"
"Suffocation","0 to 4","New Mexico","2018","--","123,687","--","--","--"
"Suffocation","0 to 4","New York","2023","38","1,038,816","3.66","--","2,459"
"Suffocation","0 to 4","New York","2022","48","1,064,019","4.51","--","3,116"
"Suffocation","0 to 4","New York","2021","42","1,097,447","3.83","--","2,720"
"Suffocation","0 to 4","New York","2020","37","1,149,374","3.22","--","2,399"
"Suffocation","0 to 4","New York","2019","44","1,129,537","3.90","--","2,841"
"Suffocation","0 to 4","New York","2018","34","1,144,491","2.97","--","2,204"
"Suffocation","0 to 4","North Carolina","2023","24","606,455","3.96","--","1,545"
"Suffocation","0 to 4","North Carolina","2022","38","601,735","6.32","--","2,454"
"Suffocation","0 to 4","North Carolina","2021","32","595,613","5.37","--","2,078"
"Suffocation","0 to 4","North Carolina","2020","33","598,324","5.52","--","2,133"
"Suffocation","0 to 4","North Carolina","2019","27","609,780","4.43","--","1,744"
"Suffocation","0 to 4","North Carolina","2018","23","611,193","3.76","--","1,489"
"Suffocation","0 to 4","North Dakota","2023","--","49,307","--","--","--"
"Suffocation","0 to 4","North Dakota","2022","--","49,943","--","--","--"
"Suffocation","0 to 4","North Dakota","2021","--","51,416","--","--","--"
"Suffocation","0 to 4","North Dakota","2020","--","53,530","--","--","--"
"Suffocation","0 to 4","North Dakota","2018","--","54,397","--","--","--"
"Suffocation","0 to 4","Ohio","2023","91","658,693","13.82","--","5,895"
"Suffocation","0 to 4","Ohio","2022","79","665,879","11.86","--","5,126"
"Suffocation","0 to 4","Ohio","2021","82","674,951","12.15","--","5,315"
"Suffocation","0 to 4","Ohio","2020","67","687,566","9.75","--","4,352"
"Suffocation","0 to 4","Ohio","2019","95","691,576","13.74","--","6,166"
"Suffocation","0 to 4","Ohio","2018","72","696,818","10.33","--","4,669"
"Suffocation","0 to 4","Oklahoma","2023","23","244,277","9.42","--","1,491"
"Suffocation","0 to 4","Oklahoma","2022","31","245,601","12.62","--","2,009"
"Suffocation","0 to 4","Oklahoma","2021","26","246,945","10.53","--","1,687"
"Suffocation","0 to 4","Oklahoma","2020","24","250,875","9.57","--","1,555"
"Suffocation","0 to 4","Oklahoma","2019","39","256,706","15.19","--","2,529"
"Suffocation","0 to 4","Oklahoma","2018","27","259,770","10.39","--","1,750"
"Suffocation","0 to 4","Oregon","2023","--","202,332","--","--","--"
"Suffocation","0 to 4","Oregon","2022","--","206,911","--","--","--"
"Suffocation","0 to 4","Oregon","2021","12**","212,431","5.65**","--","780"
"Suffocation","0 to 4","Oregon","2020","10**","219,873","4.55**","--","649"
"Suffocation","0 to 4","Oregon","2019","18**","225,949","7.97**","--","1,166"
"Suffocation","0 to 4","Oregon","2018","13**","230,374","5.64**","--","844"
"Suffocation","0 to 4","Pennsylvania","2023","31","665,907","4.66","--","2,006"
"Suffocation","0 to 4","Pennsylvania","2022","26","675,481","3.85","--","1,690"
"Suffocation","0 to 4","Pennsylvania","2021","37","684,763","5.40","--","2,394"
"Suffocation","0 to 4","Pennsylvania","2020","33","697,053","4.73","--","2,137"
"Suffocation","0 to 4","Pennsylvania","2019","24","697,887","3.44","--","1,559"
"Suffocation","0 to 4","Pennsylvania","2018","28","705,589","3.97","--","1,802"
"Suffocation","0 to 4","Rhode Island","2023","--","52,210","--","--","--"
"Suffocation","0 to 4","Rhode Island","2022","--","52,815","--","--","--"
"Suffocation","0 to 4","Rhode Island","2020","--","55,116","--","--","--"
"Suffocation","0 to 4","Rhode Island","2019","--","54,482","--","--","--"
"Suffocation","0 to 4","Rhode Island","2018","--","54,884","--","--","--"
"Suffocation","0 to 4","South Carolina","2023","34","291,612","11.66","--","2,202"
"Suffocation","0 to 4","South Carolina","2022","33","289,166","11.41","--","2,143"
"Suffocation","0 to 4","South Carolina","2021","32","285,366","11.21","--","2,070"
"Suffocation","0 to 4","South Carolina","2020","27","286,202","9.43","--","1,750"
"Suffocation","0 to 4","South Carolina","2019","31","293,430","10.57","--","2,007"
"Suffocation","0 to 4","South Carolina","2018","39","293,623","13.28","--","2,530"
"Suffocation","0 to 4","South Dakota","2023","--","57,935","--","--","--"
"Suffocation","0 to 4","South Dakota","2022","--","58,386","--","--","--"
"Suffocation","0 to 4","South Dakota","2021","--","58,743","--","--","--"
"Suffocation","0 to 4","South Dakota","2020","11**","59,556","18.47**","--","714"
"Suffocation","0 to 4","South Dakota","2019","10**","61,232","16.33**","--","648"
"Suffocation","0 to 4","South Dakota","2018","--","61,829","--","--","--"
"Suffocation","0 to 4","Tennessee","2023","60","411,380","14.59","--","3,894"
"Suffocation","0 to 4","Tennessee","2022","63","410,404","15.35","--","4,091"
"Suffocation","0 to 4","Tennessee","2021","65","407,699","15.94","--","4,220"
"Suffocation","0 to 4","Tennessee","2020","42","410,597","10.23","--","2,726"
"Suffocation","0 to 4","Tennessee","2019","35","408,883","8.56","--","2,271"
"Suffocation","0 to 4","Tennessee","2018","49","409,162","11.98","--","3,184"
"Suffocation","0 to 4","Texas","2023","114","1,936,893","5.89","--","7,394"
"Suffocation","0 to 4","Texas","2022","86","1,916,587","4.49","--","5,582"
"Suffocation","0 to 4","Texas","2021","79","1,902,650","4.15","--","5,102"
"Suffocation","0 to 4","Texas","2020","74","1,934,517","3.83","--","4,777"
"Suffocation","0 to 4","Texas","2019","85","1,991,556","4.27","--","5,501"
"Suffocation","0 to 4","Texas","2018","59","2,008,065","2.94","--","3,823"
"Suffocation","0 to 4","Utah","2023","--","231,295","--","--","--"
"Suffocation","0 to 4","Utah","2022","--","234,381","--","--","--"
"Suffocation","0 to 4","Utah","2021","10**","238,278","4.20**","--","640"
"Suffocation","0 to 4","Utah","2020","--","242,705","--","--","--"
"Suffocation","0 to 4","Utah","2019","--","245,571","--","--","--"
"Suffocation","0 to 4","Utah","2018","--","249,486","--","--","--"
"Suffocation","0 to 4","Vermont","2022","--","27,925","--","--","--"
"Suffocation","0 to 4","Vermont","2021","--","28,365","--","--","--"
"Suffocation","0 to 4","Virginia","2023","22","485,946","4.53","--","1,418"
"Suffocation","0 to 4","Virginia","2022","20**","490,422","4.08**","--","1,291"
"Suffocation","0 to 4","Virginia","2021","19**","494,707","3.84**","--","1,229"
"Suffocation","0 to 4","Virginia","2020","18**","504,635","3.57**","--","1,162"
"Suffocation","0 to 4","Virginia","2019","15**","508,430","2.95**","--","968"
"Suffocation","0 to 4","Virginia","2018","16**","510,796","3.13**","--","1,037"
"Suffocation","0 to 4","Washington","2023","18**","421,127","4.27**","--","1,166"
"Suffocation","0 to 4","Washington","2022","18**","428,699","4.20**","--","1,165"
"Suffocation","0 to 4","Washington","2021","14**","436,169","3.21**","--","905"
"Suffocation","0 to 4","Washington","2020","20**","449,318","4.45**","--","1,298"
"Suffocation","0 to 4","Washington","2019","19**","454,705","4.18**","--","1,226"
"Suffocation","0 to 4","Washington","2018","20**","457,857","4.37**","--","1,298"
"Suffocation","0 to 4","West Virginia","2023","--","87,399","--","--","--"
"Suffocation","0 to 4","West Virginia","2022","--","87,920","--","--","--"
"Suffocation","0 to 4","West Virginia","2021","--","89,094","--","--","--"
"Suffocation","0 to 4","West Virginia","2020","--","90,995","--","--","--"
"Suffocation","0 to 4","West Virginia","2019","--","93,357","--","--","--"
"Suffocation","0 to 4","West Virginia","2018","--","96,103","--","--","--"
"Suffocation","0 to 4","Wisconsin","2023","35","310,374","11.28","--","2,265"
"Suffocation","0 to 4","Wisconsin","2022","21","314,146","6.69","--","1,362"
"Suffocation","0 to 4","Wisconsin","2021","24","319,919","7.50","--","1,554"
"Suffocation","0 to 4","Wisconsin","2020","24","327,822","7.32","--","1,556"
"Suffocation","0 to 4","Wisconsin","2019","17**","330,688","5.14**","--","1,102"
"Suffocation","0 to 4","Wisconsin","2018","26","333,719","7.79","--","1,688"
"Suffocation","0 to 4","Wyoming","2023","--","30,785","--","--","--"
